"DataTime:09/06/2015 14:10:04","UserID:praveen","UploadedFile:SalesDashboard-2L@@--@@ASales (3)@@--@@09-06-2015 14#08#57","ExceptionName:","FileName:RE","Error Line No.:0"
"DataTime:09/06/2015 14:10:04","UserID:praveen","UploadedFile:SalesDashboard-2L@@--@@ASales (3)@@--@@09-06-2015 14#08#57","ExceptionName:Starting Sampling here","FileName:RE","Error Line No.:0"
"DataTime:09/06/2015 14:12:12","UserID:praveen","UploadedFile:SalesDashboard-2L@@--@@ASales (3)@@--@@09-06-2015 14#08#57","ExceptionName:Ending Sampling here","FileName:RE","Error Line No.:0"
"DataTime:09/06/2015 14:12:12","UserID:praveen","UploadedFile:SalesDashboard-2L@@--@@ASales (3)@@--@@09-06-2015 14#08#57","ExceptionName:","FileName:RE","Error Line No.:0"
"DataTime:09/06/2015 14:14:06","UserID:praveen","UploadedFile:Sample - Superstore Subset (Excel) -9000@@--@@A_Orders@@--@@09-06-2015 14#13#46","ExceptionName:","FileName:RE","Error Line No.:0"
"DataTime:09/06/2015 14:14:06","UserID:praveen","UploadedFile:Sample - Superstore Subset (Excel) -9000@@--@@A_Orders@@--@@09-06-2015 14#13#46","ExceptionName:Starting Sampling here","FileName:RE","Error Line No.:0"
"DataTime:09/06/2015 14:14:43","UserID:praveen","UploadedFile:Sample - Superstore Subset (Excel) -9000@@--@@A_Orders@@--@@09-06-2015 14#13#46","ExceptionName:Ending Sampling here","FileName:RE","Error Line No.:0"
"DataTime:09/06/2015 14:14:43","UserID:praveen","UploadedFile:Sample - Superstore Subset (Excel) -9000@@--@@A_Orders@@--@@09-06-2015 14#13#46","ExceptionName:","FileName:RE","Error Line No.:0"
"DataTime:09/06/2015 14:22:16","UserID:praveen","UploadedFile:SalesDashboard_20,000@@--@@ASales@@--@@09-06-2015 14#22#01","ExceptionName:","FileName:RE","Error Line No.:0"
"DataTime:09/06/2015 14:22:16","UserID:praveen","UploadedFile:SalesDashboard_20,000@@--@@ASales@@--@@09-06-2015 14#22#01","ExceptionName:Starting Sampling here","FileName:RE","Error Line No.:0"
"DataTime:09/06/2015 14:22:32","UserID:praveen","UploadedFile:SalesDashboard_20,000@@--@@ASales@@--@@09-06-2015 14#22#01","ExceptionName:Ending Sampling here","FileName:RE","Error Line No.:0"
"DataTime:09/06/2015 14:22:32","UserID:praveen","UploadedFile:SalesDashboard_20,000@@--@@ASales@@--@@09-06-2015 14#22#01","ExceptionName:","FileName:RE","Error Line No.:0"
"DataTime:09/06/2015 14:23:46","UserID:praveen","UploadedFile:Weather Anomalies_10000@@--@@Weather@@--@@09-06-2015 14#23#36","ExceptionName:","FileName:RE","Error Line No.:0"
"DataTime:09/06/2015 14:23:46","UserID:praveen","UploadedFile:Weather Anomalies_10000@@--@@Weather@@--@@09-06-2015 14#23#36","ExceptionName:Starting Sampling here","FileName:RE","Error Line No.:0"
"DataTime:09/06/2015 14:23:46","UserID:praveen","UploadedFile:Weather Anomalies_10000@@--@@Weather@@--@@09-06-2015 14#23#36","ExceptionName:Ending Sampling here","FileName:RE","Error Line No.:0"
"DataTime:09/06/2015 14:23:46","UserID:praveen","UploadedFile:Weather Anomalies_10000@@--@@Weather@@--@@09-06-2015 14#23#36","ExceptionName:","FileName:RE","Error Line No.:0"
"DataTime:09/06/2015 14:32:43","UserID:praveen","UploadedFile:Sample - Superstore Subset (Excel) -200@@--@@Orders (1)@@--@@09-06-2015 14#31#32","ExceptionName:","FileName:RE","Error Line No.:0"
"DataTime:09/06/2015 14:32:43","UserID:praveen","UploadedFile:Sample - Superstore Subset (Excel) -200@@--@@Orders (1)@@--@@09-06-2015 14#31#32","ExceptionName:Starting Sampling here","FileName:RE","Error Line No.:0"
"DataTime:09/06/2015 14:32:44","UserID:praveen","UploadedFile:Sample - Superstore Subset (Excel) -200@@--@@Orders (1)@@--@@09-06-2015 14#31#32","ExceptionName:Ending Sampling here","FileName:RE","Error Line No.:0"
"DataTime:09/06/2015 14:32:44","UserID:praveen","UploadedFile:Sample - Superstore Subset (Excel) -200@@--@@Orders (1)@@--@@09-06-2015 14#31#32","ExceptionName:","FileName:RE","Error Line No.:0"
"DataTime:09/06/2015 14:49:12","UserID:praveen","UploadedFile:Sample - Superstore Subset (Excel) -200@@--@@Orders (1)@@--@@09-06-2015 14#31#32","ExceptionName:Cannot find column 1.","FileName:FE","Error Line No.:790"
"DataTime:09/06/2015 14:50:09","UserID:praveen","UploadedFile:Sample - Superstore Subset (Excel) -200@@--@@Orders (1)@@--@@09-06-2015 14#31#32","ExceptionName:Cannot find column 1.","FileName:FE","Error Line No.:790"
"DataTime:09/06/2015 14:50:40","UserID:praveen","UploadedFile:Sample - Superstore Subset (Excel) -200@@--@@Orders (1)@@--@@09-06-2015 14#31#32","ExceptionName:Object reference not set to an instance of an object.","FileName:HUB","Error Line No.:1142"
"DataTime:09/06/2015 14:51:00","UserID:praveen","UploadedFile:Sample - Superstore Subset (Excel) -200@@--@@Orders (1)@@--@@09-06-2015 14#31#32","ExceptionName:Cannot find column 1.","FileName:FE","Error Line No.:790"
"DataTime:09/06/2015 15:01:32","UserID:praveen","UploadedFile:Sample - Superstore Subset (Excel) -200@@--@@Orders (1)@@--@@09-06-2015 14#31#32","ExceptionName:Cannot find column 1.","FileName:FE","Error Line No.:790"
"DataTime:09/06/2015 15:02:02","UserID:praveen","UploadedFile:Sample - Superstore Subset (Excel) -200@@--@@Orders (1)@@--@@09-06-2015 14#31#32","ExceptionName:Object reference not set to an instance of an object.","FileName:HUB","Error Line No.:1142"
"DataTime:09/06/2015 15:05:36","UserID:praveen","UploadedFile:Sample - Superstore Subset (Excel) -200@@--@@Orders (1)@@--@@09-06-2015 14#31#32","ExceptionName:Object reference not set to an instance of an object.","FileName:HUB","Error Line No.:1425"
"DataTime:09/06/2015 15:05:42","UserID:praveen","UploadedFile:Sample - Superstore Subset (Excel) -200@@--@@Orders (1)@@--@@09-06-2015 14#31#32","ExceptionName:Object reference not set to an instance of an object.","FileName:HUB","Error Line No.:1425"
"DataTime:09/06/2015 15:05:56","UserID:praveen","UploadedFile:Sample - Superstore Subset (Excel) -200@@--@@Orders (1)@@--@@09-06-2015 14#31#32","ExceptionName:Object reference not set to an instance of an object.","FileName:HUB","Error Line No.:1425"
"DataTime:09/06/2015 15:06:17","UserID:praveen","UploadedFile:Sample - Superstore Subset (Excel) -200@@--@@Orders (1)@@--@@09-06-2015 14#31#32","ExceptionName:Object reference not set to an instance of an object.","FileName:HUB","Error Line No.:1425"
"DataTime:09/06/2015 15:10:06","UserID:praveen","UploadedFile:Sample - Superstore Subset (Excel) -200@@--@@Orders (1)@@--@@09-06-2015 14#31#32","ExceptionName:Object reference not set to an instance of an object.","FileName:HUB","Error Line No.:1425"
"DataTime:09/06/2015 15:11:48","UserID:praveen","UploadedFile:Sample - Superstore Subset (Excel) -200@@--@@Orders (1)@@--@@09-06-2015 14#31#32","ExceptionName:Object reference not set to an instance of an object.","FileName:HUB","Error Line No.:1425"
"DataTime:09/06/2015 15:25:20","UserID:praveen","UploadedFile:Sample - Superstore Subset (Excel) -200@@--@@Orders (2)@@--@@09-06-2015 15#24#39","ExceptionName:","FileName:RE","Error Line No.:0"
"DataTime:09/06/2015 15:25:20","UserID:praveen","UploadedFile:Sample - Superstore Subset (Excel) -200@@--@@Orders (2)@@--@@09-06-2015 15#24#39","ExceptionName:Starting Sampling here","FileName:RE","Error Line No.:0"
"DataTime:09/06/2015 15:25:21","UserID:praveen","UploadedFile:Sample - Superstore Subset (Excel) -200@@--@@Orders (2)@@--@@09-06-2015 15#24#39","ExceptionName:Ending Sampling here","FileName:RE","Error Line No.:0"
"DataTime:09/06/2015 15:25:21","UserID:praveen","UploadedFile:Sample - Superstore Subset (Excel) -200@@--@@Orders (2)@@--@@09-06-2015 15#24#39","ExceptionName:","FileName:RE","Error Line No.:0"
